row_id,split,label,text,hindi_text,seed_text,seed_origin,variant,cosine,judge_label,judge_conf,hinglish_abuse,source,fail_reason
synth-train-20008-paraphrase,train,0,Phir 32 se 36 na ho to bata dena,फिर 32 के 36 ना हो तो बताना,Phir 32 ke 36 na ho to batana,train_error,paraphrase,0.8009,1,0.9,0.0,hard_aug,judge_mismatch:1
synth-train-20008-mix_english_heavy,train,0,"If you don't reach from 32 to 36, then tell me.",फिर 32 के 36 ना हो तो बताना,Phir 32 ke 36 na ho to batana,train_error,mix_english_heavy,0.131,,,0.0,hard_aug,low_cosine:0.13
synth-val-6473-mix_english_heavy,train,0,Where did you get so much makeup from?,इतना मेकअप कहां से आया,Itna makeup kahan se aya,val_error,mix_english_heavy,0.1987,,,0.0,hard_aug,low_cosine:0.20
synth-train-20008-obfuscation,train,0,Phir 32 k3 36 n4 h0 t0 b7t4n4,फिर 32 के 36 ना हो तो बताना,Phir 32 ke 36 na ho to batana,train_error,obfuscation,0.3548,,,0.0,hard_aug,low_cosine:0.35
synth-val-6473-paraphrase,train,0,Itna makeup kahan se laa rahi ho?,इतना मेकअप कहां से आया,Itna makeup kahan se aya,val_error,paraphrase,0.7107,1,0.9,0.0,hard_aug,judge_mismatch:1
synth-val-6473-obfuscation,train,0,Itn@ m@kup k@h@n s3 @y@,इतना मेकअप कहां से आया,Itna makeup kahan se aya,val_error,obfuscation,0.2128,,,0.0,hard_aug,low_cosine:0.21
synth-train-7399-mix_english_heavy,train,1,"Bank ki cashier ne jo khidki par khada tha usko kaha 'paisa nahi hai'. Graak: aur do Modi Malaya ko paisa dedo, unhone saare paisa lekar videsh mein bhag gaya. Cashier ne khidki se hath nikala aur uski gardan dabokiya kehke 'sale bank mein to hai, tera account mein nahi hai' bikhariya.","बैंक की cashier ने खिड़की पर खड़े आदमी को कहा 'पैसे नहीं है' ग्राहक: और दो मोदी माल्या को पैसा, सारे पैसे लेकर भाग गए विदेश में कैशियर ने खिड़की में से हाथ निकाला और उसकी गर्दन दबोच कर कहा 'साले बैंक में तो है तेरे खाते में नहीं है' भिखारी","Bank ki cashier ne khidki par khade adamko kehdiya 'paisa nahi hai'. Graak: aur do Modi Malaya ko paisa, saare paisa lekar bhag gaye videsh mein. Cashier ne khidki se hath nikala aur uski gardan dabocha kehke 'sale bank mein to hai, tera ac",train_error,mix_english_heavy,0.9282,0,0.9,0.0,hard_aug,judge_mismatch:0
synth-train-7399-paraphrase,train,1,"Bank ki cashier ne kah diya 'paisa nahi hai' gareeb customer ko. Phir kehna shuru kiya, 'sale, Modiyala Malaya ko saare paisa diya gaya, voh bhag gaye videsh mein'. Cashier ne khidki se hath bahar nikala aur uski gardan marke keh diya 'bhai, paisa to bank mein hai, tera account mein nahi hai', marna lag gaya.","बैंक की cashier ने खिड़की पर खड़े आदमी को कहा 'पैसे नहीं है' ग्राहक: और दो मोदी माल्या को पैसा, सारे पैसे लेकर भाग गए विदेश में कैशियर ने खिड़की में से हाथ निकाला और उसकी गर्दन दबोच कर कहा 'साले बैंक में तो है तेरे खाते में नहीं है' भिखारी","Bank ki cashier ne khidki par khade adamko kehdiya 'paisa nahi hai'. Graak: aur do Modi Malaya ko paisa, saare paisa lekar bhag gaye videsh mein. Cashier ne khidki se hath nikala aur uski gardan dabocha kehke 'sale bank mein to hai, tera ac",train_error,paraphrase,0.7707,,,0.0,hard_aug,judge_unreliable
synth-train-7399-mix_hindi_heavy,train,1,"Bank ki cashier ne khidki par khade log ko keh diya 'paise nahi hain'. Graak: aur do Modi Malaya ko paise, sab paise leke videsh chala gaya. Cashier ne khidki se hath nikala aur uski gardan pakar ke keh diya 'sale bank mein to hai, tera account mein nahi hai' bhikhariya.","बैंक की cashier ने खिड़की पर खड़े आदमी को कहा 'पैसे नहीं है' ग्राहक: और दो मोदी माल्या को पैसा, सारे पैसे लेकर भाग गए विदेश में कैशियर ने खिड़की में से हाथ निकाला और उसकी गर्दन दबोच कर कहा 'साले बैंक में तो है तेरे खाते में नहीं है' भिखारी","Bank ki cashier ne khidki par khade adamko kehdiya 'paisa nahi hai'. Graak: aur do Modi Malaya ko paisa, saare paisa lekar bhag gaye videsh mein. Cashier ne khidki se hath nikala aur uski gardan dabocha kehke 'sale bank mein to hai, tera ac",train_error,mix_hindi_heavy,0.8612,,,0.0,hard_aug,judge_unreliable
synth-val-481-mix_english_heavy,train,0,I heard from someone that there’s been a big drama at your house about me.,सुने मे आया है की तुम्हारे घर उधर मेरे बारे मे हल्ला हो गया है,Sunne me aaya hai ki tumhare ghar udhar mere bare mein hullaa ho gaya hai.,val_error,mix_english_heavy,0.0749,,,0.0,hard_aug,low_cosine:0.07
synth-val-481-paraphrase,train,0,Sune me aya hai ki tumhare ghar waha mere baare mein hulla ho gaya hai.,सुने मे आया है की तुम्हारे घर उधर मेरे बारे मे हल्ला हो गया है,Sunne me aaya hai ki tumhare ghar udhar mere bare mein hullaa ho gaya hai.,val_error,paraphrase,0.8845,1,0.9,0.0,hard_aug,judge_mismatch:1
synth-val-2482-mix_english_heavy,train,1,"Stupid person's life is also useless like a dog's tail — it doesn't even cover the backside, nor protects from insects or lice bites 😂😂😂😂😂😂😂","murkh व्यक्ति का जीवन भी उसी तरह बेकार है  जैसे कि कुत्ते की पूछ,,    जो ना उसके पीछे के भाग  ढकती है  ना ही उसे कीड़े मकोड़े की डंक से बचाती है   😂😂😂😂😂😂😂","Murkh insaan ka life bhi usi tarah bekaar hai jaise kutte ki puuch, jo na uske peechhe wala part dhoonta hai, na hi usse kheek-makkaar ke dant se bacha rahi hai 😂😂😂😂😂😂😂",val_error,mix_english_heavy,,,,0.0,hard_aug,abuse_lexicon_missing
synth-val-481-obfuscation,train,0,Sunne me aaya hai ki tumhre g@r udhar mre b@re me hulh@l ho gay@ h.,सुने मे आया है की तुम्हारे घर उधर मेरे बारे मे हल्ला हो गया है,Sunne me aaya hai ki tumhare ghar udhar mere bare mein hullaa ho gaya hai.,val_error,obfuscation,0.7123,1,0.7,0.0,hard_aug,judge_mismatch:1
synth-val-2482-paraphrase,train,1,"Murkh insaan ke life bekaar hai jaise kutte ki puuch, jo na peechhe wala part dhoonte hai, na kheek-makkaar se bacha rahi hai 😂😂😂😂😂😂😂","murkh व्यक्ति का जीवन भी उसी तरह बेकार है  जैसे कि कुत्ते की पूछ,,    जो ना उसके पीछे के भाग  ढकती है  ना ही उसे कीड़े मकोड़े की डंक से बचाती है   😂😂😂😂😂😂😂","Murkh insaan ka life bhi usi tarah bekaar hai jaise kutte ki puuch, jo na uske peechhe wala part dhoonta hai, na hi usse kheek-makkaar ke dant se bacha rahi hai 😂😂😂😂😂😂😂",val_error,paraphrase,0.8672,0,0.85,0.0,hard_aug,judge_mismatch:0
synth-train-3741-mix_english_heavy,train,0,"Yeah right, you're acting like a chutiya in that character 😂😂",हाँ सही कह रहा तू छक्के के कैरेक्टर में शूट करता हैं😂😂,Haan sahi kah raha tu chakke ke character mein shoot karta hai 😂😂,train_quarantine,mix_english_heavy,0.2924,,,0.0,hard_aug,low_cosine:0.29
synth-train-3741-paraphrase,train,0,Haan sahi kah rha hai tu chakke ke character mein shoot karta hai 😂😂,हाँ सही कह रहा तू छक्के के कैरेक्टर में शूट करता हैं😂😂,Haan sahi kah raha tu chakke ke character mein shoot karta hai 😂😂,train_quarantine,paraphrase,0.937,1,0.9,0.0,hard_aug,judge_mismatch:1
synth-val-2482-mix_hindi_heavy,train,1,"Murkh insaan ke life ka halat paniya ke khaali dudhare jaisa hai, jo na to uski dushkhanti khatam karta hai na hi kheek-makkaar se roka sakti hai 😂😂😂😂😂😂😂","murkh व्यक्ति का जीवन भी उसी तरह बेकार है  जैसे कि कुत्ते की पूछ,,    जो ना उसके पीछे के भाग  ढकती है  ना ही उसे कीड़े मकोड़े की डंक से बचाती है   😂😂😂😂😂😂😂","Murkh insaan ka life bhi usi tarah bekaar hai jaise kutte ki puuch, jo na uske peechhe wala part dhoonta hai, na hi usse kheek-makkaar ke dant se bacha rahi hai 😂😂😂😂😂😂😂",val_error,mix_hindi_heavy,,,,0.0,hard_aug,abuse_lexicon_missing
synth-val-2428-mix_english_heavy,train,1,"Take his badge re deva, he's a thief and a donkey, eat the laddu 😝😝😝😜😜😜😜😜🤣🤣🤣🤣🤣🤣",इसका बैज ले लो रे देवा मोती चूर के लड्डू खिलाउगी😝😝😝😜😜😜😜😜😜🤣🤣🤣🤣🤣🤣,Iska badge le lo re deva moti chor ke laddu kha do 😝😝😝😜😜😜😜😜🤣🤣🤣🤣🤣🤣,val_error,mix_english_heavy,0.5696,0,0.85,0.0,hard_aug,judge_mismatch:0
synth-train-3741-obfuscation,train,0,Haan sahi kah raha tu chakke ke char@cter mein shoo@ karta hai 😂😂,हाँ सही कह रहा तू छक्के के कैरेक्टर में शूट करता हैं😂😂,Haan sahi kah raha tu chakke ke character mein shoot karta hai 😂😂,train_quarantine,obfuscation,0.9221,1,0.9,0.0,hard_aug,judge_mismatch:1
synth-val-2428-mix_hindi_heavy,train,1,Iska badge le lo re deva moti chor ke laddu kha do 😝😝😝😜😜😜😜😜🤣🤣🤣🤣🤣🤣,इसका बैज ले लो रे देवा मोती चूर के लड्डू खिलाउगी😝😝😝😜😜😜😜😜😜🤣🤣🤣🤣🤣🤣,Iska badge le lo re deva moti chor ke laddu kha do 😝😝😝😜😜😜😜😜🤣🤣🤣🤣🤣🤣,val_error,mix_hindi_heavy,,,,0.0,hard_aug,dup_or_identity
synth-train-4836-mix_english_heavy,train,0,Girls like this have only one name 'prostitute,ऐसी ल़डकियों का एक ही नाम होता है 'रंडी',Aisi ladkiyon ka ek hi naam hota hai 'randi,train_quarantine,mix_english_heavy,,,,0.0,hard_aug,abuse_lexicon_missing
synth-train-4836-obfuscation,train,0,Aisi ladkiy0n k@ ek hi n@m h0ta hai 'r@n.d,ऐसी ल़डकियों का एक ही नाम होता है 'रंडी',Aisi ladkiyon ka ek hi naam hota hai 'randi,train_quarantine,obfuscation,,,,0.0,hard_aug,abuse_lexicon_missing
synth-train-4836-paraphrase,train,0,Aisi ladkiyon ka sirf ek hi naam hota hai 'randi,ऐसी ल़डकियों का एक ही नाम होता है 'रंडी',Aisi ladkiyon ka ek hi naam hota hai 'randi,train_quarantine,paraphrase,0.9245,,,0.0,hard_aug,judge_unreliable
synth-val-5080-mix_english_heavy,train,1,Ye giver se taker bada hai,देने वाले से लेने वाला बाडा हैं,Ye denewale se lenewale baada hai,val_error,mix_english_heavy,0.3099,,,0.0,hard_aug,low_cosine:0.31
synth-train-9688-mix_english_heavy,train,0,"Beta you flying threat is like a wild dog barking. No time for food, he'll climb the mountain. 🇮🇳My Bharat Mahan 🇮🇳 Jai Hind's army 🇮🇳",बेटा उड़ाने की धमकी गीदड़ देते है । खाने की अवकात नही पहाड़ में चढ़ेगा  🇮🇳मेरा भारत महान 🇮🇳 जय हिंद की सेना 🇮🇳,"Beta udana wali dhanki giddar deta hai. Khana wala time nahi, paahad chadh jaayega. 🇮🇳Mera Bharat Mahan 🇮🇳 Jai Hind ki sena 🇮🇳",train_error,mix_english_heavy,0.3337,,,0.0,hard_aug,low_cosine:0.33
synth-train-9688-obfuscation,train,0,"Beta udn@e wali dhnki giddr deta h. Khn@ wala time nahi, p@dh chdhyeg@. 🇮🇳Mer@ Bhro7 Mh@n 🇮🇳 J@i H1nd k1 sn@ 🇮🇳",बेटा उड़ाने की धमकी गीदड़ देते है । खाने की अवकात नही पहाड़ में चढ़ेगा  🇮🇳मेरा भारत महान 🇮🇳 जय हिंद की सेना 🇮🇳,"Beta udana wali dhanki giddar deta hai. Khana wala time nahi, paahad chadh jaayega. 🇮🇳Mera Bharat Mahan 🇮🇳 Jai Hind ki sena 🇮🇳",train_error,obfuscation,0.5262,,,0.0,hard_aug,low_cosine:0.53
synth-train-15105-mix_english_heavy,train,0,"Ek cloth apke liye clothes bahut meega hai, what are you wearing?",एक कपडा आपके लिए कपडा बहुत मेगा है क्या लगता है,"Ek kapda apke liye kapda bahut meega hai, kya laga raha hai tumse?",train_quarantine,mix_english_heavy,0.3959,,,0.0,hard_aug,low_cosine:0.40
synth-train-9688-contrastive,train,1,"Beta udana wali dhanki giddar deta hai. Khana wala time nahi, paahad chadh jaayega. 🇮🇳Mera Bharat Mahan 🇮🇳 Jai Hind ki sena 🇮🇳",बेटा उड़ाने की धमकी गीदड़ देते है । खाने की अवकात नही पहाड़ में चढ़ेगा  🇮🇳मेरा भारत महान 🇮🇳 जय हिंद की सेना 🇮🇳,"Beta udana wali dhanki giddar deta hai. Khana wala time nahi, paahad chadh jaayega. 🇮🇳Mera Bharat Mahan 🇮🇳 Jai Hind ki sena 🇮🇳",train_error,contrastive,,,,0.0,hard_aug,dup_or_identity
synth-train-15105-paraphrase,train,0,"Tumse ek kapda apke liye bahut meega lag raha hai, kya manta ho?",एक कपडा आपके लिए कपडा बहुत मेगा है क्या लगता है,"Ek kapda apke liye kapda bahut meega hai, kya laga raha hai tumse?",train_quarantine,paraphrase,0.8058,1,0.9,0.0,hard_aug,judge_mismatch:1
synth-train-15105-obfuscation,train,0,"Ek k@pda apke liye k@pda b@hut meeg@ h@i, kya l@ga r@ha h@i tums3?",एक कपडा आपके लिए कपडा बहुत मेगा है क्या लगता है,"Ek kapda apke liye kapda bahut meega hai, kya laga raha hai tumse?",train_quarantine,obfuscation,0.5489,,,0.0,hard_aug,low_cosine:0.55
synth-train-5066-mix_english_heavy,train,0,"How to make the penis small, any trick please tell me in Hinglish?",लिंग को छोटा कैसे करें कोई उपाय प्लीज बताएं,Ling ko chota kaise karein koi upay please batao,train_error,mix_english_heavy,0.1485,,,0.0,hard_aug,low_cosine:0.15
synth-train-5066-obfuscation,train,0,Ling ko chota kaise karein koi up@y plz bat@yo,लिंग को छोटा कैसे करें कोई उपाय प्लीज बताएं,Ling ko chota kaise karein koi upay please batao,train_error,obfuscation,0.789,1,0.9,0.0,hard_aug,judge_mismatch:1
synth-val-4713-mix_english_heavy,train,1,"These BJP people are so stupid, their maa's lauda is, their maa's chakka is, their maa's lund is, their maa's ganda lund is, their maa's chuttiya lund is, their maa's lund chuttiya is, their maa's lund chuttiya is, their maa's chuttiya lund is, their maa's lund chuttiya is, their maa's chuttiya lund is, their maa's lund chuttiya is, their maa's chuttiya lund is, their maa's lund chuttiya is, their maa's chuttiya lund is, their maa's lund chuttiya is, their maa's chuttiya lund is, their maa's lund chuttiya is, their maa's chuttiya lund is.","🌹💮🌹💮🌹💮🌹💮🌹🌹💮🌹💮🌹💮🌹💮🌹🌹💮🌹💮🌹💮🌹💮🌹🌹💮🌹💮🌹🌹💮💮🌹💮🌹💮🌷🙏🌷🌹🌷🌹🌷🌹🌹🌷🌹🌷🌹🌷🌹🌹🌷🌹🌷🌹🌷🌹🌷🌹🌹🌷🌷🌹🌹 *🌹🕉️🙏🌹जय श्री कृष्णा राधे राधे जी*🙏🌹 *🌹🙏जय श्री गणेशाय नमो नमः 🙏🌹* *जिन्हें फ़िक़र थी कल की*    *वे रोए रात भर*  *जिन्हें यकीन था रब पर*     *वे सोए रात भर.*  *भलाई करते रहिए बहते पानी की तरह...!!!* *बुराई खुद ही किनारे लग जाएगी, कचरे की तरह...* *सब के दिलों का*          *एहसास अलग होता है* ... *इस दुनिया में सब का*            *व्यवहार अलग होता है* ... *आँखें तो सब की*            *एक जैसी ही होती है* ... *पर सब का देखने का*            *अंदाज़ अलग होता है* .. *🌹🙏 शुभ दोपहर स्नेह वंदन जी🙏🌹* *🌹🕉️आपका हर पल मंगलमय हो जी*🌹🕉️🌹🌸🌹🌸🌹🌸🌸🌹🌸🌹🌸🌸🌸🌹🌹🌸🌹🌸🌹🌸🌹🌸🌸🌹🌹🌸🌸🌹🌸🌹🌸🌹🌸🌸🌹🌸🌹🌸🌹🌸🌸🌹🌸🌹🌹🌸🌹","Ye BJP wale bahut chutiya hai, unki maa ka lauda hai unki maa ka chakka hai, unki maa ka lund hai, unki maa ka ganda lund hai, unki maa ka chuttiya lund hai, unki maa ka lund chuttiya hai, unki maa ka lund chuttiya hai, unki maa ka chuttiya",val_error,mix_english_heavy,0.4367,,,0.0,hard_aug,low_cosine:0.44
synth-val-4713-paraphrase,train,1,"Ye BJP wale bahut chutiya hai, unki maa ka lauda hai, unki maa ka chakka hai, unki maa ka lund hai, unki maa ka gandu lund hai, unki maa ka chuttiya lund hai, unki maa ka lund chuttiya hai, unki maa ka lund chutiya hai, unki maa ka chutiya lund hai, unki maa ka lund chutiya hai, unki maa ka chutiya lund hai, unki maa ka lund chutiya hai, unki maa ka chutiya lund hai, unki maa ka lund chutiya hai, unki maa ka chutiya lund hai, unki maa ka lund chutiya hai, unki maa ka chutiya lund hai, unki maa ka lund chutiya hai, unki maa ka chutiya lund hai, unki maa ka lund chutiya hai, unki maa ka chutiya lund hai, unki maa ka lund chutiya hai","🌹💮🌹💮🌹💮🌹💮🌹🌹💮🌹💮🌹💮🌹💮🌹🌹💮🌹💮🌹💮🌹💮🌹🌹💮🌹💮🌹🌹💮💮🌹💮🌹💮🌷🙏🌷🌹🌷🌹🌷🌹🌹🌷🌹🌷🌹🌷🌹🌹🌷🌹🌷🌹🌷🌹🌷🌹🌹🌷🌷🌹🌹 *🌹🕉️🙏🌹जय श्री कृष्णा राधे राधे जी*🙏🌹 *🌹🙏जय श्री गणेशाय नमो नमः 🙏🌹* *जिन्हें फ़िक़र थी कल की*    *वे रोए रात भर*  *जिन्हें यकीन था रब पर*     *वे सोए रात भर.*  *भलाई करते रहिए बहते पानी की तरह...!!!* *बुराई खुद ही किनारे लग जाएगी, कचरे की तरह...* *सब के दिलों का*          *एहसास अलग होता है* ... *इस दुनिया में सब का*            *व्यवहार अलग होता है* ... *आँखें तो सब की*            *एक जैसी ही होती है* ... *पर सब का देखने का*            *अंदाज़ अलग होता है* .. *🌹🙏 शुभ दोपहर स्नेह वंदन जी🙏🌹* *🌹🕉️आपका हर पल मंगलमय हो जी*🌹🕉️🌹🌸🌹🌸🌹🌸🌸🌹🌸🌹🌸🌸🌸🌹🌹🌸🌹🌸🌹🌸🌹🌸🌸🌹🌹🌸🌸🌹🌸🌹🌸🌹🌸🌸🌹🌸🌹🌸🌹🌸🌸🌹🌸🌹🌹🌸🌹","Ye BJP wale bahut chutiya hai, unki maa ka lauda hai unki maa ka chakka hai, unki maa ka lund hai, unki maa ka ganda lund hai, unki maa ka chuttiya lund hai, unki maa ka lund chuttiya hai, unki maa ka lund chuttiya hai, unki maa ka chuttiya",val_error,paraphrase,0.9714,,,0.0,hard_aug,judge_unreliable
synth-train-19990-mix_english_heavy,train,0,"Mummy ne lagaye teri ass beat kar sakti hai, just imagine how much pain you'd be in.",मम्मी ने लगाए तेरी गांड मार सकता हूं,Mummy ne lagaye teri gand mar sakta hoon,train_quarantine,mix_english_heavy,,,,0.0,hard_aug,abuse_lexicon_missing
synth-train-19990-obfuscation,train,0,Mummy ne lagaye teri g@nd m@r s@kta hoon,मम्मी ने लगाए तेरी गांड मार सकता हूं,Mummy ne lagaye teri gand mar sakta hoon,train_quarantine,obfuscation,,,,0.0,hard_aug,abuse_lexicon_missing
synth-train-6919-paraphrase,train,0,You look as hot as your body is!,जितनी खूबसूरत आप हो उतना ही खूबसूरत आपका figure bhi hai,You're as beautiful as your figure is!,train_error,paraphrase,0.5021,,,0.0,hard_aug,low_cosine:0.50
synth-val-4713-mix_hindi_heavy,train,1,"Ye BJP wale bahut chutiya hai, unki maa ka lauda hai, unki maa ka chakka hai, unki maa ka lund hai, unki maa ka ganda lund hai, unki maa ka chuttiya lund hai, unki maa ka lund chuttiya hai, unki maa ka chuttiya lund hai, unki maa ka lund chuttiya hai, unki maa ka chuttiya lund hai, unki maa ka lund chuttiya hai, unki maa ka chuttiya lund hai, unki maa ka lund chuttiya hai, unki maa ka chuttiya lund hai, unki maa ka lund chuttiya hai, unki maa ka chuttiya lund hai, unki maa ka lund chuttiya hai, unki maa ka chuttiya lund hai.","🌹💮🌹💮🌹💮🌹💮🌹🌹💮🌹💮🌹💮🌹💮🌹🌹💮🌹💮🌹💮🌹💮🌹🌹💮🌹💮🌹🌹💮💮🌹💮🌹💮🌷🙏🌷🌹🌷🌹🌷🌹🌹🌷🌹🌷🌹🌷🌹🌹🌷🌹🌷🌹🌷🌹🌷🌹🌹🌷🌷🌹🌹 *🌹🕉️🙏🌹जय श्री कृष्णा राधे राधे जी*🙏🌹 *🌹🙏जय श्री गणेशाय नमो नमः 🙏🌹* *जिन्हें फ़िक़र थी कल की*    *वे रोए रात भर*  *जिन्हें यकीन था रब पर*     *वे सोए रात भर.*  *भलाई करते रहिए बहते पानी की तरह...!!!* *बुराई खुद ही किनारे लग जाएगी, कचरे की तरह...* *सब के दिलों का*          *एहसास अलग होता है* ... *इस दुनिया में सब का*            *व्यवहार अलग होता है* ... *आँखें तो सब की*            *एक जैसी ही होती है* ... *पर सब का देखने का*            *अंदाज़ अलग होता है* .. *🌹🙏 शुभ दोपहर स्नेह वंदन जी🙏🌹* *🌹🕉️आपका हर पल मंगलमय हो जी*🌹🕉️🌹🌸🌹🌸🌹🌸🌸🌹🌸🌹🌸🌸🌸🌹🌹🌸🌹🌸🌹🌸🌹🌸🌸🌹🌹🌸🌸🌹🌸🌹🌸🌹🌸🌸🌹🌸🌹🌸🌹🌸🌸🌹🌸🌹🌹🌸🌹","Ye BJP wale bahut chutiya hai, unki maa ka lauda hai unki maa ka chakka hai, unki maa ka lund hai, unki maa ka ganda lund hai, unki maa ka chuttiya lund hai, unki maa ka lund chuttiya hai, unki maa ka lund chuttiya hai, unki maa ka chuttiya",val_error,mix_hindi_heavy,0.9992,,,0.0,hard_aug,judge_unreliable
synth-train-7446-paraphrase,train,0,"Enjoying the rain, huh buddy 💚💜💛",वरसात का मजा ले रहे हो दोस्त 💚💜💛,Barisat ka maza le raha ho dost 💚💜💛,train_error,paraphrase,0.1494,,,0.0,hard_aug,low_cosine:0.15
synth-train-7446-mix_english_heavy,train,0,"You're enjoying the rain, huh buddy 💚💜💛",वरसात का मजा ले रहे हो दोस्त 💚💜💛,Barisat ka maza le raha ho dost 💚💜💛,train_error,mix_english_heavy,0.1353,,,0.0,hard_aug,low_cosine:0.14
synth-train-7446-obfuscation,train,0,Barisat ka maz@ le raha ho dost 💚💜💛,वरसात का मजा ले रहे हो दोस्त 💚💜💛,Barisat ka maza le raha ho dost 💚💜💛,train_error,obfuscation,0.9143,1,0.95,0.0,hard_aug,judge_mismatch:1
synth-train-9789-mix_english_heavy,train,0,"What the hell is going on, all these pigs are gathered, you idiot, Jai Shree Ram",क्या बात है यह पर सारे सूअर जमा है जो अला हो लोड़ा        जय श्री राम,"Kya baat hai ye par sare sura jam hai jo ala hola lodha, jai shree ram",train_quarantine,mix_english_heavy,0.2614,,,0.0,hard_aug,low_cosine:0.26
synth-train-9789-contrastive,train,1,"Kya baat hai ye par sare sura jam hai jo ala hola lodha, jai shree ram.",क्या बात है यह पर सारे सूअर जमा है जो अला हो लोड़ा        जय श्री राम,"Kya baat hai ye par sare sura jam hai jo ala hola lodha, jai shree ram",train_quarantine,contrastive,,,,0.0,hard_aug,dup_or_identity
synth-val-4808-mix_english_heavy,train,1,"If you want to be kind, be like the date palm— if you climb, you get fruits, if you fall, you become pulp.",प्रीत करो तो ऐसी करो जैसे पेड़ खजूर चढ गए तो फल मिले गिर गया तो चकनाचूर,"Preet karo to aise karo jaise ped khajoor chad gaye to phal mila, gir gaya to chakkanachoor",val_error,mix_english_heavy,0.0692,,,0.0,hard_aug,low_cosine:0.07
synth-train-9564-mix_english_heavy,train,0,Who the hell is making such stupid videos?,ऐसी वीडियो कौन बनाता है,Aisi video koun bana raha hai?,train_error,mix_english_heavy,0.1127,,,0.0,hard_aug,low_cosine:0.11
synth-train-9564-paraphrase,train,0,Aisi video kisne bana di?,ऐसी वीडियो कौन बनाता है,Aisi video koun bana raha hai?,train_error,paraphrase,0.5842,1,0.9,0.0,hard_aug,judge_mismatch:1
synth-train-9564-obfuscation,train,0,Aisi v@de k0un b.n@t@ hai?,ऐसी वीडियो कौन बनाता है,Aisi video koun bana raha hai?,train_error,obfuscation,0.3939,,,0.0,hard_aug,low_cosine:0.39
synth-train-15624-mix_english_heavy,train,0,"Daughter is our life, brother if you touch her you are worthless, girls are naive",बेटी हमारी जान होती हैं भाई बटा तो नालायक होते हे बेटियां नादान होती हे,"Beta hamari jaan hoti hai, bhai bitta to nalaayak hota hai, betiya nadan hoti hai",train_quarantine,mix_english_heavy,0.0404,,,0.0,hard_aug,low_cosine:0.04
synth-train-1467-obfuscation,train,0,"Sale khud t*beim@n h@, h.m@ri beim@n h.m@",साले खुद तो बेईमानी हमारी hama,"Sale khud to beiman hai, hamari beiman hama",train_quarantine,obfuscation,0.4294,,,0.0,hard_aug,low_cosine:0.43
synth-train-9502-mix_english_heavy,train,0,"Bro, you guys are such kids, don't make these kinda videos, got it? If mom and dad find out, I'll tell them everything.",बेटा भैया बच्चे हो आप ऐसे वीडियो मत बनाया करो समझी मम्मी पापा को बता दूंगी आपके,"Beta bhaiya, aap log beechore ho, aise video mat banao, samajh gyi, mummy papa ko pata chala toh aapko bata dungii",train_quarantine,mix_english_heavy,0.0659,,,0.0,hard_aug,low_cosine:0.07
synth-train-18655-mix_english_heavy,train,0,"You are such a witch, sister.",चुड़ैल है साली,Chudail hai salli,train_quarantine,mix_english_heavy,,,,0.0,hard_aug,abuse_lexicon_missing
synth-train-18655-obfuscation,train,0,Chud@iI h@i s@lI,चुड़ैल है साली,Chudail hai salli,train_quarantine,obfuscation,,,,0.0,hard_aug,abuse_lexicon_missing
synth-val-1069-paraphrase,train,0,Why did the Hindu guys run away from Kashmir?,भारत के हिंदू कश्मीर से क्यों भागे थे,Hindu log Kashmir se kyun bhej gaye the?,val_error,paraphrase,0.33,,,0.0,hard_aug,low_cosine:0.33
synth-val-1069-mix_english_heavy,train,0,Why did the Hindus run away from Kashmir?,भारत के हिंदू कश्मीर से क्यों भागे थे,Hindu log Kashmir se kyun bhej gaye the?,val_error,mix_english_heavy,0.321,,,0.0,hard_aug,low_cosine:0.32
synth-train-7137-mix_english_heavy,train,0,"Ek se better ek hai, ek is a baster and the other is a duffer 🤩🤩🤩",एक से बढ़कर एक है एक गधा तो दूसरा गीदड़ 🤩🤩🤩,"Ek se badkar ek hai, ek ganda to dusra giddar 🤩🤩🤩",train_error,mix_english_heavy,0.4513,,,0.0,hard_aug,low_cosine:0.45
synth-train-7137-paraphrase,train,0,"Ek se badkar ek hai, ek gandu to dusra giddar 🤩🤩🤩",एक से बढ़कर एक है एक गधा तो दूसरा गीदड़ 🤩🤩🤩,"Ek se badkar ek hai, ek ganda to dusra giddar 🤩🤩🤩",train_error,paraphrase,0.9524,,,0.0,hard_aug,judge_unreliable
synth-val-1173-mix_english_heavy,train,1,"Nothing, what do you want as a prostitute?",क.कर रडजडततजज़़़ह:सच़^ कक़,"Kuch nahi, randi jaise karte ho kya?",val_error,mix_english_heavy,,,,0.0,hard_aug,low_cosine:0.00
synth-val-1173-paraphrase,train,1,"Kuch ni, randi jese karte ho kya?",क.कर रडजडततजज़़़ह:सच़^ कक़,"Kuch nahi, randi jaise karte ho kya?",val_error,paraphrase,0.8124,0,0.9,0.0,hard_aug,judge_mismatch:0
synth-val-1173-mix_hindi_heavy,train,1,"Kuch nahi, randi jaisa karte ho kya?",क.कर रडजडततजज़़़ह:सच़^ कक़,"Kuch nahi, randi jaise karte ho kya?",val_error,mix_hindi_heavy,0.9167,0,0.95,0.0,hard_aug,judge_mismatch:0
