row_id,split,label,text,hindi_text,seed_text,seed_origin,variant,cosine,judge_label,judge_conf,hinglish_abuse,source
synth-train-12510-paraphrase,train,0,Itna makeup ki hai ke apke ha show karega geek,इतना मेकप की हे का हा दिखा गीक,Itna makeup ki hai ke aapke ha show karega geek,train_quarantine,paraphrase,0.9703,0,0.8,0.8748,hard_aug
synth-train-11426-paraphrase,train,0,Tera kya choochi hai bhai,Kya चूची है,Kya choochi hai,train_quarantine,paraphrase,0.8151,0,0.95,0.9784,hard_aug
synth-train-4767-obfuscation,train,0,Shayad ch@t BJP kI d.la s@id h@i,शेयर चैट bjp की दल्ला साइड,Shayad chat BJP ki dala side hai,train_quarantine,obfuscation,0.5625,0,0.85,0.0079,hard_aug
synth-train-11426-obfuscation,train,0,Kya ch*** hai,Kya चूची है,Kya choochi hai,train_quarantine,obfuscation,0.5729,0,0.95,0.9967,hard_aug
synth-train-13776-obfuscation,train,0,Kuch bhi ho lekin nikah mein halaala zarur chh@pa hota hai. Punjabi mein bolte to nikah di beech halaala chh@pi hundi si 😜😜😜😜😂,कुछ भी हो लेकिन निकाह में हलाला जरुर छिपा होता है। पंजाबी में बोले तो निकाह दे बिच हलाला छुपी हुंदी सी😜😜😜😜😂,Kuch bhi ho lekin nikah mein halaala zarur chhupa hota hai. Punjabi mein bolte to nikah di beech halaala chhupi hundi si 😜😜😜😜😂,train_quarantine,obfuscation,0.9485,0,0.85,0.0319,hard_aug
synth-train-6783-paraphrase,train,0,Tum bhut jyada sexy lag rahi ho yaar,काफी ज्यादा सेक्सी लग रही हो तुम,Tum kafi jyada sexy lag rahi ho,train_error,paraphrase,0.7484,0,0.8,0.0689,hard_aug
synth-train-7199-obfuscation,train,0,"Itni m.ti aurat kiski hai y.r, bhen ke g@nd me mar jaye wali m.ti hai y.r",इतनी मोटी औरत किसकी है यार,"Itni moti aurat kiski hai yaar, behen ke gaand me mar jaye wali moti hai yaar",train_quarantine,obfuscation,0.7035,0,0.95,0.0431,hard_aug
synth-train-7199-paraphrase,train,0,"Itni moti aurat kiski hai bhai, behen ke lund me mar jaye wali moti hai yaar",इतनी मोटी औरत किसकी है यार,"Itni moti aurat kiski hai yaar, behen ke gaand me mar jaye wali moti hai yaar",train_quarantine,paraphrase,0.8978,0,0.95,0.9264,hard_aug
synth-train-11561-paraphrase,train,1,Bhabhi ke saath Holi me rang gulal udana hai to pyaar se karte hai.,भाभी के संग होली में रंग गुलाल उड़ाएंगे,Bhabhi ke sath Holi me rang gulal udaayeinge,train_error,paraphrase,0.6262,1,0.95,0.6195,hard_aug
synth-train-17071-mix_hindi_heavy,train,1,"Hamara desh sirf jawanon aur kisanon ke karan surakshit hai, jarah socho agar in dono ne kaam karna band kar diya to kya hoga??","हमारा देश सिर्फ जवानो और किसानो के कारण सुरक्षित है, जरा सोचिए अगर इन् दोनों ने काम करना बंद कर दिया तो क्या होगा ??","Hamara desh sirf jawano aur kisanon ke karan surakshit hai, jarah socho agar in dono ne kaam karna band kar diya to kya hoga??",train_error,mix_hindi_heavy,0.9852,1,0.9,0.0129,hard_aug
synth-train-17071-paraphrase,train,1,"Hamesha socho ki jawan aur kisan hi hain jo hamen saara kaam karte hain, warna to kya hoga? Agar unhone kaam band kardia to kya hoga?","हमारा देश सिर्फ जवानो और किसानो के कारण सुरक्षित है, जरा सोचिए अगर इन् दोनों ने काम करना बंद कर दिया तो क्या होगा ??","Hamara desh sirf jawano aur kisanon ke karan surakshit hai, jarah socho agar in dono ne kaam karna band kar diya to kya hoga??",train_error,paraphrase,0.6006,1,0.9,0.0678,hard_aug
synth-train-18369-paraphrase,train,0,Chup chinhaal hai yeh toh kya?,चुप छिनाल थी यह,Chup chinhaal thi yeh,train_quarantine,paraphrase,0.7003,0,0.8,0.4834,hard_aug
synth-val-3346-contrastive,train,0,"Itni gori ho tum, mere ko bhi to banado na, kya maza nahi aayega inki jagah pe",इतनी गोरी हो तुम मेरे को भी तो बना दो,"Itni gori ho tum, mere ko bhi to banado",val_error,contrastive,0.7157,0,0.8,0.7623,hard_aug
synth-train-18369-obfuscation,train,0,Chup chinh@al thiyeh,चुप छिनाल थी यह,Chup chinhaal thi yeh,train_quarantine,obfuscation,0.7557,0,0.85,0.9367,hard_aug
synth-train-2511-paraphrase,train,0,"Manga jo bosha bolta hai naaz se, shame karo...!! Abhi namaz ke baad aaya hein?",مانگا جو بوسا بولے برے ناز سے 😙😍 شرم کیجئے...!! ابھی فارغ ہوئے نماز سے मांगा जो बोसा बोले बडे नाज से| शर्म किजीऐ अभी फारीग हूऐ हे नमाज से,"Manga jo bosa bolaye bade naaz se, shame kijiye...!! Abhi faraag hue he namaz se",train_quarantine,paraphrase,0.6011,0,0.8,0.9269,hard_aug
synth-train-2511-mix_english_heavy,train,0,"Manga jo bosa bolaye o bade pride se, feel shame...!! Abhi namaz se aya he",مانگا جو بوسا بولے برے ناز سے 😙😍 شرم کیجئے...!! ابھی فارغ ہوئے نماز سے मांगा जो बोसा बोले बडे नाज से| शर्म किजीऐ अभी फारीग हूऐ हे नमाज से,"Manga jo bosa bolaye bade naaz se, shame kijiye...!! Abhi faraag hue he namaz se",train_quarantine,mix_english_heavy,0.6908,0,0.85,0.0283,hard_aug
synth-train-2511-obfuscation,train,0,"Manga jo bosa bolae b@de n@z se, sh@me kijiye...!! Abhi f@raag hue he namaz se",مانگا جو بوسا بولے برے ناز سے 😙😍 شرم کیجئے...!! ابھی فارغ ہوئے نماز سے मांगा जो बोसा बोले बडे नाज से| शर्म किजीऐ अभी फारीग हूऐ हे नमाज से,"Manga jo bosa bolaye bade naaz se, shame kijiye...!! Abhi faraag hue he namaz se",train_quarantine,obfuscation,0.8319,0,0.85,0.0631,hard_aug
synth-train-8964-paraphrase,train,0,"Teri vaan bhi kisi ki beth hai, teri ma bhi kash tera bap bhi isi tarah ka rasta chuna hota to tu zinda hi na ho skta",तेरी वहन भी किसी कि बीवी होगी ओर तेरी माँ भी काश तेरे बाप ने भी यही रास्ता अपनाया होता तो तु पैदा ना होता,"Teri vaan bhi kisi ki bheek hai, teri ma bhi kash tera bap bhi yehi raasta adopt kiya hota to tu paida na hota",train_quarantine,paraphrase,0.8097,0,0.95,0.7701,hard_aug
synth-train-8964-mix_english_heavy,train,0,"Teri sister bhi kisi ka wife hai, teri ma bhi. Khaas karo, agar tera baap bhi yehi tarika follow karta toh tu kabi paida na hota.",तेरी वहन भी किसी कि बीवी होगी ओर तेरी माँ भी काश तेरे बाप ने भी यही रास्ता अपनाया होता तो तु पैदा ना होता,"Teri vaan bhi kisi ki bheek hai, teri ma bhi kash tera bap bhi yehi raasta adopt kiya hota to tu paida na hota",train_quarantine,mix_english_heavy,0.6649,0,0.95,0.9924,hard_aug
synth-train-8964-obfuscation,train,0,"Teri v@an bhi kis# ki bheek hai, teri m@ bhi kash tera b@p bhi yehi r@sta adopt kiy@ hot@ to tu p@ida na hot@",तेरी वहन भी किसी कि बीवी होगी ओर तेरी माँ भी काश तेरे बाप ने भी यही रास्ता अपनाया होता तो तु पैदा ना होता,"Teri vaan bhi kisi ki bheek hai, teri ma bhi kash tera bap bhi yehi raasta adopt kiya hota to tu paida na hota",train_quarantine,obfuscation,0.8287,0,0.95,0.0315,hard_aug
synth-train-5004-obfuscation,train,0,Saley ko jinda jala denge taki unhe bhi pata chale ki kise jala.ne ka kya anjam hota hai,साला को जिंदा जला देते ताकि उन्हें भी पता चलने से किसे जलाने का क्या अंजाम होता,Sale ko jinda jala denge taki unhe bhi pata chale ki kise jalane ka kya anjam hota hai,train_quarantine,obfuscation,0.953,0,0.95,0.8849,hard_aug
synth-train-5004-paraphrase,train,0,Sale ko jinda jala denge taki unhe bhi pata chale ki kya jala ke kya hua.,साला को जिंदा जला देते ताकि उन्हें भी पता चलने से किसे जलाने का क्या अंजाम होता,Sale ko jinda jala denge taki unhe bhi pata chale ki kise jalane ka kya anjam hota hai,train_quarantine,paraphrase,0.833,0,0.9,0.9921,hard_aug
synth-train-9384-paraphrase,train,1,"Kuch log to gaye mata se bhi dum nhi lgte hai. Kuch log pani ki bohot barbadi krte hai. Paise wala bchao to bchega par pani bhi bcha lo, jeevan to pani hi hai.","कुछ लोगो से तो गाय माता भी समंझदार है।कुछ लोग पानी की बहुत बर्बादी करते है।पैसों की बचत के साथ साथ पानी की बचत जरूरी है,जल ही जीवन है","Kuch log toh gay mata bhi smjhdaar hai. Kuch log pani ki bohat barbari karte hai. Paise wala bachat ke saath saath pani ki bachat zaroori hai, jal hi jeevan hai",train_error,paraphrase,0.6546,1,0.95,0.7974,hard_aug
synth-train-9384-mix_hindi_heavy,train,1,"Kuch log to gay mata bhi smjhdaar hain. Kuch log pani ki bohot barbari karte hain. Paise wala bachat ke saath pani ki bachat zaroori hai, jal hi jevan hai.","कुछ लोगो से तो गाय माता भी समंझदार है।कुछ लोग पानी की बहुत बर्बादी करते है।पैसों की बचत के साथ साथ पानी की बचत जरूरी है,जल ही जीवन है","Kuch log toh gay mata bhi smjhdaar hai. Kuch log pani ki bohat barbari karte hai. Paise wala bachat ke saath saath pani ki bachat zaroori hai, jal hi jeevan hai",train_error,mix_hindi_heavy,0.9333,1,0.95,0.0147,hard_aug
synth-train-20014-paraphrase,train,0,"Aise logo ko police me nahi, unki soch leke hi straight death sentence ho jaye, kya hum dusron ke baare me sochte hain to?",ऐसे  लोगो को तो पुलिस में  नहीं  सीधा  मोत की सजा  दे देनी चाहिए  वो  सोच ते क्या  दुसरो के बारे  में  तो हम कु सोचे,"Aise log jo police mein nahi, unko straight death sentence di jaye, unki soch kya hai, dusron ke baare mein to hum kuch sochte hai",train_error,paraphrase,0.782,0,0.9,0.7753,hard_aug
synth-train-20014-mix_english_heavy,train,0,"Aise people jo police mein nahi fit hain unki soch kya hai, unko straight death sentence di jaye, kya unki baare mein hum kuch sochte hai?",ऐसे  लोगो को तो पुलिस में  नहीं  सीधा  मोत की सजा  दे देनी चाहिए  वो  सोच ते क्या  दुसरो के बारे  में  तो हम कु सोचे,"Aise log jo police mein nahi, unko straight death sentence di jaye, unki soch kya hai, dusron ke baare mein to hum kuch sochte hai",train_error,mix_english_heavy,0.8491,0,0.9,0.7176,hard_aug
synth-train-20014-obfuscation,train,0,"Aise lo.g jo pvlis3 m3 nahi, unko str34t d34th s3ns3 di jaye, unki s@ch kya hai, dusron k3 b4re m3 t@ h.m kuch s@chte hai",ऐसे  लोगो को तो पुलिस में  नहीं  सीधा  मोत की सजा  दे देनी चाहिए  वो  सोच ते क्या  दुसरो के बारे  में  तो हम कु सोचे,"Aise log jo police mein nahi, unko straight death sentence di jaye, unki soch kya hai, dusron ke baare mein to hum kuch sochte hai",train_error,obfuscation,0.5719,0,0.9,0.945,hard_aug
synth-train-12397-contrastive,train,0,Aisa chutkula bhejo ki man bha jaye Banty Sen ke naam se phir na kare,ऐसा चुटकुला भेजो कि मन भा जाए बंटी सेन के नाम से,Aisa chutkula bhejo ki man bha jaye Banty Sen ke naam se,train_error,contrastive,0.9093,0,0.8,0.0436,hard_aug
synth-train-16681-obfuscation,train,0,"S@l@ s@mj@ n@i @t@, h@r kis@ k0 m0h0b@t m3 ch0k3 kyu milt@ h@y ☹️☹️☹️☹️☹️☹️☹️☹️☹️😒😒😒😒😒😒",साला समझ ना आता  हर किसी को महोबबत में धोखा क्यू मिलता है ☹️☹️☹️☹️☹️☹️☹️☹️☹️😒😒😒😒😒😒,"Sala samajh nahi aata, har kisi ko mohobbat mein dhokey kyun milta hai ☹️☹️☹️☹️☹️☹️☹️☹️☹️😒😒😒😒😒😒",train_quarantine,obfuscation,0.7216,0,0.9,0.0573,hard_aug
synth-train-6197-paraphrase,train,1,"Bro, ye expense PM pe he Narendra Modi ji pe nahi. Hamne to ye bhi suna he ki hamare desh ke pehle PM ke kapde England se dhule the.",भाई  ये खर्च  प्रधानमंत्री  पर  हे  नरेंद्र मोदी  जी  पर  नहीं  हम ने  तो  यह  भी  पाड़ा  हे  के हमारे  देश  के  पहले पीएम  के  कपड़े  इंग्लेंड  धुलाई  के  लिए  जाते  थे,"Bro, ye kharch PM par he Narendra Modi ji par nahi, humne to yeh bhi pada he ke hamare desh ke phele PM ke kapde England dhulai ke liye jate the.",train_error,paraphrase,0.7071,1,0.9,0.9734,hard_aug
synth-train-11300-obfuscation,train,0,"S@llu nahi, l@llu lag raha hai",सल्लू नही लल्लू लग रहा है,"Sallu nahi, lallu lag raha hai",train_quarantine,obfuscation,0.7841,0,0.9,0.0783,hard_aug
synth-train-7886-mix_hindi_heavy,train,1,"Yar, ye toh fake aur nakhli hai",फेक है नकली है यार,"Fake hai, nakhli hai yaar",train_error,mix_hindi_heavy,0.567,1,0.9,0.9671,hard_aug
synth-val-4237-obfuscation,train,0,Sharma ji ka d@maad hi kyun bet@ kyun na...,शर्मा जी का दामाद ही क्यों बेटा क्यों नही..,Sharma ji ka daamaad hi kyun beta kyun nahi...,val_error,obfuscation,0.826,0,0.85,0.0074,hard_aug
synth-train-5749-mix_hindi_heavy,train,1,Gazab smile hai yaar.,गज़ब स्माइल है,Ye gazab smile hai,train_error,mix_hindi_heavy,0.7715,1,0.95,0.0072,hard_aug
synth-val-4832-paraphrase,train,0,"Shadi karni thi to gai se kyun, ussi gharwala hai to usse karni chahiye thi",शादी करनी थी तो गाय से क्योंकि बैल से करनी चाहिए थी,"Shadi karni thi to gai se kyu, jaisa gharwala hai usse karni chahiye thi",val_error,paraphrase,0.8912,0,0.9,0.0895,hard_aug
synth-train-11415-paraphrase,train,0,Tu toh ek dam randi hi lag rahi hai,एक दम रंडी लग रही हो,Ek dam randi lag rahi ho,train_quarantine,paraphrase,0.7963,0,0.95,0.9973,hard_aug
synth-val-4832-obfuscation,train,0,"Shadi karni thi to g@y se kyu, jaisa g@rwal@ hai usse karni ch@hiye thi",शादी करनी थी तो गाय से क्योंकि बैल से करनी चाहिए थी,"Shadi karni thi to gai se kyu, jaisa gharwala hai usse karni chahiye thi",val_error,obfuscation,0.8482,0,0.9,0.0298,hard_aug
synth-train-16405-paraphrase,train,0,"Tera figure accha mat btaa yar, tera figure dekhte hein maine kuchh kuchh laga raha hai re, khujle lag rahi hai mere re baba, teri chikni kamr dekhke.",तेरा फिगर ऐसा मत बता यार तेरा फिगर देखकर मुझे कुछ कुछ होता है रे खुजली होती है मुझे रे बाबा तेरी चिकनी सी कमर देख कर,"Tera figure accha mat bata yaar, tera figure dekhke mujhe kuchh kuchh hota hai re, khujli hoti hai mujhe re baba, teri chikni si kamr dekhke.",train_quarantine,paraphrase,0.7726,0,0.85,0.0106,hard_aug
synth-train-16405-mix_english_heavy,train,0,"Tera figure so much bad, bro, tera figure dekhke mujhe itching, like something crawling, re baba, teri kandi si kamr dekhke.",तेरा फिगर ऐसा मत बता यार तेरा फिगर देखकर मुझे कुछ कुछ होता है रे खुजली होती है मुझे रे बाबा तेरी चिकनी सी कमर देख कर,"Tera figure accha mat bata yaar, tera figure dekhke mujhe kuchh kuchh hota hai re, khujli hoti hai mujhe re baba, teri chikni si kamr dekhke.",train_quarantine,mix_english_heavy,0.6095,0,0.9,0.3519,hard_aug
synth-train-16405-obfuscation,train,0,"Tera f@iger accha mat b@ata yaar, tera figer dekhke mujhe kuchh kuchh hota hai re, khujli hoti hai mujhe re baba, teri cikni si kamr dekhke.",तेरा फिगर ऐसा मत बता यार तेरा फिगर देखकर मुझे कुछ कुछ होता है रे खुजली होती है मुझे रे बाबा तेरी चिकनी सी कमर देख कर,"Tera figure accha mat bata yaar, tera figure dekhke mujhe kuchh kuchh hota hai re, khujli hoti hai mujhe re baba, teri chikni si kamr dekhke.",train_quarantine,obfuscation,0.8932,0,0.9,0.1445,hard_aug
synth-train-884-paraphrase,train,0,"Bhut sexy hai, jada hot hai, kisi ne to thanda kardo ise.",बहुत सेक्सी है ज्यादा हॉट है इसको ठंडा करो कोई,"Bahut sexy hai, jyada hot hai, isko thanda kar do koi.",train_quarantine,paraphrase,0.7025,0,0.85,0.2805,hard_aug
synth-val-3844-paraphrase,train,1,"Main kuch nahi khareedne gayi thi, Pooja bhabhi ne unke children ke liye clothes lekar aayi hai.",मेरी कुछ खरीदने नहीं गई थी पूजा भाभी ने उनके बच्चों के लिए कपड़े लेकर आई है,"Main kuch nahi khareedne gayi thi, Pooja bhabhi ne unke baccho ke liye clothes lekar aayi hai",val_error,paraphrase,0.9019,1,0.95,0.046,hard_aug
synth-val-3844-mix_hindi_heavy,train,1,"Main kuch na khareedne gayi thi, Pooja bhabhi ne unke baccho ke liye kapade lekar aayi hai.",मेरी कुछ खरीदने नहीं गई थी पूजा भाभी ने उनके बच्चों के लिए कपड़े लेकर आई है,"Main kuch nahi khareedne gayi thi, Pooja bhabhi ne unke baccho ke liye clothes lekar aayi hai",val_error,mix_hindi_heavy,0.8726,1,0.95,0.6628,hard_aug
synth-train-19603-paraphrase,train,0,"Bhag jaate ho sale, agar tum dusre logo se baat karte ho to main kya soche, kisi baat ki sochne ka vapas nahi hai tumne",प्यार करता हूं साले तुमको अगर तुम किसी और से बात करोगे तो मुझको कैसा लगेगा कभी सोचे हो,"Pyar karta hoon sale tumko, agar tum kisi aur se baat karooge to main kaisa lagaunga, kisi bhi baat ki sochne wala nahi hai tumne",train_quarantine,paraphrase,0.6408,0,0.9,0.75,hard_aug
synth-train-16973-paraphrase,train,0,"Bro sab kuchh toh sahi hai but pahle naakhoon khaaye yaar, kato lo",भाई सब तो ठीक है पर पहले नाखून काट लो,"Bhai sab toh thik hai par pehle naakhoon khaate ho yaar, kato lo",train_quarantine,paraphrase,0.6176,0,0.85,0.0585,hard_aug
synth-train-16973-obfuscation,train,0,"Bhai sab toh thik hai par pehle n@khoon khaate ho yaar, ka.t lo",भाई सब तो ठीक है पर पहले नाखून काट लो,"Bhai sab toh thik hai par pehle naakhoon khaate ho yaar, kato lo",train_quarantine,obfuscation,0.8889,0,0.8,0.3474,hard_aug
synth-val-3899-paraphrase,train,0,"Aurat ke seal jo ek baar toot jaye jo nahi jod sakti, woh hi nahi jod sakti.",औरत की है सील जो एक बार टूट जाए जो जोड़ नहीं सकती,"Aurat ki seal jo ek baar toot jaye woh jo nahi sakti, woh jo nahi sakti.",val_error,paraphrase,0.8034,0,0.9,0.0664,hard_aug
synth-train-16973-contrastive,train,1,"Bhai sab toh thik hai par pehle naakhoon khaate ho yaar, kato lo aur phir kuch bhi karo",भाई सब तो ठीक है पर पहले नाखून काट लो,"Bhai sab toh thik hai par pehle naakhoon khaate ho yaar, kato lo",train_quarantine,contrastive,0.8742,1,0.9,0.1112,hard_aug
synth-val-3899-mix_english_heavy,train,0,"Aurat ki seal jo ek baar toot jaye, jo joint nahi sakti, jo joint nahi sakti.",औरत की है सील जो एक बार टूट जाए जो जोड़ नहीं सकती,"Aurat ki seal jo ek baar toot jaye woh jo nahi sakti, woh jo nahi sakti.",val_error,mix_english_heavy,0.7796,0,0.9,0.1202,hard_aug
synth-val-3899-obfuscation,train,0,"Aurat k. seal jo ek baar toot jaye woh jo nahi skti, woh jo nahi skti.",औरत की है सील जो एक बार टूट जाए जो जोड़ नहीं सकती,"Aurat ki seal jo ek baar toot jaye woh jo nahi sakti, woh jo nahi sakti.",val_error,obfuscation,0.8845,0,0.9,0.0136,hard_aug
synth-val-2428-paraphrase,train,1,Take his badge re deva moti chor ke laddu kha lo 😝😝😝😜😜😜😜😜🤣🤣🤣🤣🤣🤣,इसका बैज ले लो रे देवा मोती चूर के लड्डू खिलाउगी😝😝😝😜😜😜😜😜😜🤣🤣🤣🤣🤣🤣,Iska badge le lo re deva moti chor ke laddu kha do 😝😝😝😜😜😜😜😜🤣🤣🤣🤣🤣🤣,val_error,paraphrase,0.8494,1,0.8,0.0499,hard_aug
synth-val-5080-paraphrase,train,1,Ye denewale se lenewale bara hai.,देने वाले से लेने वाला बाडा हैं,Ye denewale se lenewale baada hai,val_error,paraphrase,0.8889,1,0.9,0.9628,hard_aug
synth-val-5080-mix_hindi_heavy,train,1,Ye denewale se lenewale badaa hai,देने वाले से लेने वाला बाडा हैं,Ye denewale se lenewale baada hai,val_error,mix_hindi_heavy,0.9333,1,0.9,0.9208,hard_aug
synth-train-9688-paraphrase,train,0,"Beta udd jaane wali dhangi giddar deta hai. Khana ka time nahi, paahad me chad jaayega. 🇮🇳Mera Bharat Mahan 🇮🇳 Jai Hind ki sena 🇮🇳",बेटा उड़ाने की धमकी गीदड़ देते है । खाने की अवकात नही पहाड़ में चढ़ेगा  🇮🇳मेरा भारत महान 🇮🇳 जय हिंद की सेना 🇮🇳,"Beta udana wali dhanki giddar deta hai. Khana wala time nahi, paahad chadh jaayega. 🇮🇳Mera Bharat Mahan 🇮🇳 Jai Hind ki sena 🇮🇳",train_error,paraphrase,0.8743,0,0.8,0.3529,hard_aug
synth-train-5066-paraphrase,train,0,Kya koi upay bata sakta hai ling ko chota karne ka? Plz tell.,लिंग को छोटा कैसे करें कोई उपाय प्लीज बताएं,Ling ko chota kaise karein koi upay please batao,train_error,paraphrase,0.5893,0,0.8,0.1199,hard_aug
synth-train-19990-paraphrase,train,0,Mummy ne lagaye teri gand marne do main toh,मम्मी ने लगाए तेरी गांड मार सकता हूं,Mummy ne lagaye teri gand mar sakta hoon,train_quarantine,paraphrase,0.6919,0,0.95,0.9972,hard_aug
synth-train-6919-obfuscation,train,0,You're as beautiful as your g@nd is!,जितनी खूबसूरत आप हो उतना ही खूबसूरत आपका figure bhi hai,You're as beautiful as your figure is!,train_error,obfuscation,0.8486,0,0.9,0.02,hard_aug
synth-train-6919-mix_english_heavy,train,0,"You're as beautiful as your figure is, which is not much!",जितनी खूबसूरत आप हो उतना ही खूबसूरत आपका figure bhi hai,You're as beautiful as your figure is!,train_error,mix_english_heavy,0.8167,0,0.85,0.0221,hard_aug
synth-val-5364-paraphrase,train,0,"Jute se masjid band ho jaye, wahi to achha hai na.",जूतियां मस्जिद बंद हो जाए वही अच्छा,Jute se masjid band ho jaye wahi achha,val_error,paraphrase,0.803,0,0.9,0.0135,hard_aug
synth-val-5364-mix_english_heavy,train,0,Jute se hi masjid band ho jaye toh better,जूतियां मस्जिद बंद हो जाए वही अच्छा,Jute se masjid band ho jaye wahi achha,val_error,mix_english_heavy,0.684,0,0.9,0.1979,hard_aug
synth-val-5364-obfuscation,train,0,Jute se m@sjid band ho jaye wahi achha,जूतियां मस्जिद बंद हो जाए वही अच्छा,Jute se masjid band ho jaye wahi achha,val_error,obfuscation,0.9211,0,0.9,0.01,hard_aug
synth-train-9789-paraphrase,train,0,"Kya baat hai ye par sare sura jam hai jo ala hola lodha, jai shree ram.",क्या बात है यह पर सारे सूअर जमा है जो अला हो लोड़ा        जय श्री राम,"Kya baat hai ye par sare sura jam hai jo ala hola lodha, jai shree ram",train_quarantine,paraphrase,0.9825,0,0.85,0.7073,hard_aug
synth-train-9789-obfuscation,train,0,"Kya baat hai ye pr sre sura jma hai jo a@la hola lodh@, jai shree ram",क्या बात है यह पर सारे सूअर जमा है जो अला हो लोड़ा        जय श्री राम,"Kya baat hai ye par sare sura jam hai jo ala hola lodha, jai shree ram",train_quarantine,obfuscation,0.8285,0,0.9,0.0292,hard_aug
synth-val-4808-paraphrase,train,1,"Preet karo to aise karo jaise ped khajoor chada gaya to phal milya, gir gya to chakkanachur ho gya.",प्रीत करो तो ऐसी करो जैसे पेड़ खजूर चढ गए तो फल मिले गिर गया तो चकनाचूर,"Preet karo to aise karo jaise ped khajoor chad gaye to phal mila, gir gaya to chakkanachoor",val_error,paraphrase,0.8575,1,0.9,0.1222,hard_aug
synth-val-4808-mix_hindi_heavy,train,1,"Preet karo to aise karo jaise ped khajoor chhad gaye to phal mila, gir gaya to chakkanachoor.",प्रीत करो तो ऐसी करो जैसे पेड़ खजूर चढ गए तो फल मिले गिर गया तो चकनाचूर,"Preet karo to aise karo jaise ped khajoor chad gaye to phal mila, gir gaya to chakkanachoor",val_error,mix_hindi_heavy,0.9766,1,0.9,0.9301,hard_aug
synth-train-15624-paraphrase,train,0,"Beta hamari jaan hoti hai, bhai bitto to nalaayak hote hai, betiya nadan hote hai.",बेटी हमारी जान होती हैं भाई बटा तो नालायक होते हे बेटियां नादान होती हे,"Beta hamari jaan hoti hai, bhai bitta to nalaayak hota hai, betiya nadan hoti hai",train_quarantine,paraphrase,0.9006,0,0.85,0.0151,hard_aug
synth-train-15624-obfuscation,train,0,"B3ta hamari jaan hoti hai, bh4i bitta to nalaayak hota hai, betiy@n nadan hoti hai",बेटी हमारी जान होती हैं भाई बटा तो नालायक होते हे बेटियां नादान होती हे,"Beta hamari jaan hoti hai, bhai bitta to nalaayak hota hai, betiya nadan hoti hai",train_quarantine,obfuscation,0.9345,0,0.85,0.0866,hard_aug
synth-train-1467-mix_english_heavy,train,0,"Sale khud to fraud hai, hamari cheating hama",साले खुद तो बेईमानी हमारी hama,"Sale khud to beiman hai, hamari beiman hama",train_quarantine,mix_english_heavy,0.6204,0,0.9,0.9938,hard_aug
synth-train-1467-paraphrase,train,0,"Sale khud to beiman hai, hamari beiman hama.",साले खुद तो बेईमानी हमारी hama,"Sale khud to beiman hai, hamari beiman hama",train_quarantine,paraphrase,0.9778,0,0.9,0.9957,hard_aug
synth-train-9502-paraphrase,train,0,"Beta bhaiya, aap to bacche ho... aise video na bano, samajh gyi... mummy papa ko pata chala to aapko bhi bata dunga.",बेटा भैया बच्चे हो आप ऐसे वीडियो मत बनाया करो समझी मम्मी पापा को बता दूंगी आपके,"Beta bhaiya, aap log beechore ho, aise video mat banao, samajh gyi, mummy papa ko pata chala toh aapko bata dungii",train_quarantine,paraphrase,0.7457,0,0.8,0.007,hard_aug
synth-train-9502-obfuscation,train,0,"Beta bh@iy@, aap log beechore h@, aise video m@t bana@, samajh gyi, mummy papa k@ pata chala t@h aapko b@t@ dungii",बेटा भैया बच्चे हो आप ऐसे वीडियो मत बनाया करो समझी मम्मी पापा को बता दूंगी आपके,"Beta bhaiya, aap log beechore ho, aise video mat banao, samajh gyi, mummy papa ko pata chala toh aapko bata dungii",train_quarantine,obfuscation,0.778,0,0.85,0.0055,hard_aug
synth-train-18655-paraphrase,train,0,Salli chudail hai rey,चुड़ैल है साली,Chudail hai salli,train_quarantine,paraphrase,0.8468,0,0.9,0.9888,hard_aug
synth-val-1069-obfuscation,train,0,Hind.log K@shmir se kyun bej gye the?,भारत के हिंदू कश्मीर से क्यों भागे थे,Hindu log Kashmir se kyun bhej gaye the?,val_error,obfuscation,0.7018,0,0.9,0.0183,hard_aug
synth-train-7137-obfuscation,train,0,"Ek se badkar ek hai, ek g@nda to dusra g!dd@r 🤩🤩🤩",एक से बढ़कर एक है एक गधा तो दूसरा गीदड़ 🤩🤩🤩,"Ek se badkar ek hai, ek ganda to dusra giddar 🤩🤩🤩",train_error,obfuscation,0.8549,0,0.95,0.1283,hard_aug
synth-train-9415-obfuscation,train,0,Kuch j@yda hi f@st hai behen j*i...,कुछ जायदा ही फास्ट है बेहेन जी...,Kuch jayda hi fast hai behen ji...,train_quarantine,obfuscation,0.7537,0,0.85,0.6213,hard_aug
synth-train-14053-contrastive,train,0,"Doodh deti hai, but chappapai hai tumhare gosht ki.",दुध देती है,Doodh deti hai,train_error,contrastive,0.6263,0,0.8,0.5534,hard_aug
synth-train-12303-mix_hindi_heavy,train,1,"Maa maa hoti hai, logo ki kadam karo maabap ki kismat wale ke maabap hote hain.",मां मां होती है लोगो कदर करो मां बाप की किस्मत वालो के मां बाप होते है,"Maa maa hoti hai, logo ki kadam karo maa baap ki kismat wale ke maa baap hote hain",train_error,mix_hindi_heavy,0.8767,1,0.85,0.2484,hard_aug
synth-train-2261-obfuscation,train,0,Ch@mar ho aap,चमार हो आप,Chamar ho aap,train_quarantine,obfuscation,0.7692,0,0.95,0.0069,hard_aug
