row_id,split,label,pred,p_abuse,error,bucket,borderline,text,hindi_text,hindi_abuse,hinglish_abuse,score_delta
train-3471,train,1,0,0.74282193,fp,false_positive_other,0,Laxmi ji aur Saraswati ji ko bolne mei shame nahi a rahi hai kya aapko?,लक्ष्मी जी और सरस्वती जी बोलने में शर्म आ रही है क्या आपको,0.0046,0.0221,-0.0175
train-3521,train,0,1,0.017640695,fn,source_label_wrong,0,"Jo paani se naye ga wo sirf libas badal sakta hai, lekin jo paseene se naye ga wo itihas badal sakta hai..!!","जो पानी से नहाएगा वो सिर्फ लिबास बदल सकता है, लेकिन जो पसीने से नहाएगा वो इतिहास बदल सकता है..!!",0.0435,0.0236,0.0198
train-3527,train,1,0,0.9900889,fp,false_positive_other,0,Chacha ke pita hoeye dada aur dada ka beta papa aur papa ki patni maan aur maan ki maan kya hui,चाचा के पिता होए दादा और दादा का बेटा पापा और पापा की पत्नी मां और मां की मां क्या हुई,0.0167,0.9987,-0.982
train-3562,train,1,0,0.9511779,fp,source_label_wrong,0,"Pagal hai, bandar ko ande khaane ke liye deta jaa raha hai",पागल है बंदर को अंडे खिला रहा है,0.9695,0.9952,-0.0257
train-3576,train,0,1,0.25630736,fn,benign_looking_insult,0,"Mobile ek bar badal gaya, dress to 6 bar badal gaye",मोबाइल एक इस बार बदल गया ड्रेस तो 6 बार बदल गए,0.1788,0.061,0.1178
train-3566,train,1,0,0.9496996,fp,obfuscation,0,"Koi mane ya na mane, sach to ye he ki wo wrestler thi aur isi ki wajah se log usse jalte the. Ye koi wrestler ka kaam hai. Is duniya me agar kuch na kar paao to log kahate sale nikamma hai, aur jab kuch bada hasil kar lo na to tab bhi log jaltay hai sale. Sale Nisha ek bhaartiya beti thi aur uski is mukam ki wajah se me prerit hu aur mujhe garb hai. Lekin jisne iska kiya hai us par sarkar ko action lena chahiye agar pata ho to aur nahe pata hai to pata lagaya jaye. Ye uske pure parivaar ko nishan banaya gaya hai. Ye kya adalat hai?",कोई माने या न माने सच तो यही है कि ओ रेशलर थी और इसी की वजह से लोग उससे जलते थे ये कोई रेशलर का काम है इस दुनिया में अगर कुछ न कर पाओ तो लोग कहते साले निकम्मा है और जब कुछ बड़ा हासिल करो न तो तब भी लोग जलते है साले निशा एक भारतीय बेटी थी और उसके इस मुकाम की वजह से में प्रेरित हु और मुझे गर्ब है लेकिन जिसने इसा किया है उस पर सरकार को एक्सन लेना चाहिए अगर पता हो तो और नही पता है तो पता लगाया जाए ये उसके पूरे परिवार को निसान बनाया गया है ये कहा कि न्याय है,0.0182,0.9448,-0.9266
train-3585,train,0,1,0.15877615,fn,benign_looking_insult,0,"Bhabhi ji itna jhatka mat lagao, kamar mein nice very nice",भाभी जी इतना झटका मत लगाओ कमर में नाइस वेरी नाइस,0.9855,0.9979,-0.0124
train-3598,train,0,1,0.10966677,fn,benign_looking_insult,0,Chacha ji ka bhi dekh leti,चाचा जी का भि  देख लेती,0.984,0.9855,-0.0015
train-3609,train,1,0,0.9826582,fp,obfuscation,0,"Ab lagta hai Rahul Gandhi ka sapna poora ho jayega, isha se aloo aur udhar se sona niklega",अब लगता है कि राहुल गांधी का सपना पूरा हो जाएगा इधर से आलू और उधर से सोना निकलेगा,0.0145,0.0617,-0.0472
train-3642,train,0,1,0.2023854,fn,benign_looking_insult,0,"Main maraonga, mar jao ge",मारूंगा मर जाओगे,0.9959,0.9885,0.0074
train-3638,train,0,1,0.21050356,fn,sarcasm,0,Main jute chori karoonga jija ka 🤣🤣🤣🤣🤣🤣,मैं जूता चोरी करुँगी जीजा का 🤣🤣🤣🤣🤣🤣,0.354,0.9673,-0.6133
train-3776,train,0,1,0.14372629,fn,benign_looking_insult,0,Kapde nahi hain kya aur?,कपड़े नही है क्या और,0.9815,0.9648,0.0166
train-3784,train,1,0,0.82398635,fp,sarcasm,0,Agar doodh me taqat hoti 😄 to doodh ke daat kabhi nafrat na hoti 🤣🤣🤣,अगर दूध मे ताकत होती 😄 तो दूध के दात कभी नही टूटते 🤣🤣🤣,0.1872,0.1456,0.0415
train-3790,train,0,1,0.11396058,fn,benign_looking_insult,0,"Aaj kal maan-bap ko koi nahi dekhta, paisa ho jaaye toh VV ko khush karte hain, maan-bap ne kya kiya hai",आज कल मां  बाप को कोई नहीं देखता है पैसा होने पर वीवी को खुश करतै हैं मां वाप नै कया किया है,0.9805,0.997,-0.0165
train-3823,train,0,1,0.041278552,fn,benign_looking_insult,0,"Apni gali apne paas rakho, humko bhi bahot aati hai.",अपनी गाली अपने पास रखिए।  हमें भी बहोत आती है।,0.9727,0.9702,0.0026
train-3863,train,1,0,0.858026,fp,false_positive_other,0,"Puri var lakkh nahi, dusro kya?",पोरी वर लक्ष नाही दुसरं काय,0.0103,0.9962,-0.986
train-3890,train,1,0,0.7275473,fp,sarcasm,0,"Main to kachre ko hi gadi ke tank me daal dunga, na rhega bans na chalegi gadi car 😂😂😂👈",मैं तो कचरे को ही गाड़ी🚗🚘 कि टंकी में डाल दुंगा ना रहेगा बाँस और ना चलेगी गाड़ी🚗 🤣🤣🤣👈,0.011,0.8782,-0.8672
train-3895,train,1,0,0.96768814,fp,false_positive_other,0,"Pehle Dalit par atyachar hota tha, Muslims chup rehte the, ab Muslims par atyachar ho raha hai, Dalit chup hai—Tripura danga",पहले दलितो पर अत्याचार होता था मुसलमान चुप रहते थे अब मुसलमानो पर अत्याचार हो रहा है दलित चुप है-त्रिपुरा दंगा,0.0126,0.9333,-0.9207
train-3891,train,1,0,0.7356652,fp,caste_religious,0,"Main to ye samajh nahi aata, ki agar tum log achhe ho to beina gathbandhan ke chunav kyun nahi ladao? Gathbandhan ki jaroorat kyun hoti hai? BJP ek aisi sarkar hai jo ki kisi gathbandhan ki jaroorat nahi manati. Hamari aane wali sarkar Modi sarkar, Yogi sarkar hai. Baaki sab toh chowki ke bhukhe hai.",मुझे तो ये समझ नही आता ये यदि तुम लोग अच्छे हो तो बीना गठबंधन के किए  चुनाव क्यों नही लड़ते गठबंदन की आवश्यकता क्यो होती है बीजेपी एक ऐसी सरकार है जिसे किसी गठबंधन की आवश्यकता नहीं होती  हमारी आने वाली सरकार मोदी सरकार योगी सरकार है  वाकी सब तो कुर्सी के भूखे हैं,0.015,0.9933,-0.9783
train-3909,train,1,0,0.8741769,fp,obfuscation,0,"Boyfriend - Mujhe birthday pe gift me kiss chahiye, girlfriend - Hamesha gandi baatein, kuch aur maang lo, boyfriend - I Phone 6 dila do, girlfriend - Kiss kon si du kutte kamine 😂 😁😁😝","""बॉयफ्रेंड- मुझे Birthday पे gift में किस चाहिए, गर्लफ्रेंड- हमेशा गन्दी बातें, कुछ और माँग लो, बॉयफ्रेंड- I Phone 6 दिला दो, गर्लफ्रेंड- किस कौन सी दूँ कुत्ते कमीने"" 😂 😁😁😝",0.0186,0.897,-0.8784
train-3945,train,0,1,0.17658898,fn,benign_looking_insult,0,Mujhe lagta hai tu bhuki hai lund ki,मुझे लगता हैं कि तु भुकी हैं लंड की,0.9991,0.9545,0.0446
train-3955,train,0,1,0.044750407,fn,source_label_wrong,0,"Sahiba merijan ailebeyou aja, tujhe lita ke pyaar kardlu mera dilbharke merijan sahiba",साहिबा मेरीजान अइलबयू आजा तुझे लिटा के पियार करलूं दिलभरके मेरीजान साहिबा,0.0178,0.0197,-0.0019
train-3963,train,1,0,0.957887,fp,source_label_wrong,0,"Jada uchhal raha tha, pata nahi tha ki chaddi pehna wala bhool gaya tha. Aaj lower khisk gya, badnam ho gaya. Kya kya banaya tha, kuch aur nikla, kuch aur 😂😂😂😂😂😂😂😂",जायदा उछाल रहा था पता नहीं था की चड्डी पहनना भूल गया है आज लोअर खिसक गया है बदनाम हो गया क्या क्या बना दिया था कुछ और निकला कुछ और 😂😂😂😂😂😂😂😂,0.9747,0.9657,0.009
train-3996,train,1,0,0.9427696,fp,false_positive_other,0,"Dama hai bande main is liye kisi se koi fark nahi padata aur apna talent dikha ne main kya sharm, good very good dance main in ka video tab se dekh rahi jab se inka 17k follower tha aur ab inki mehnat se milna ho gaya mast",दम है बंदे मैं इस लिए किसी से कोई फर्क नहीं पड़ता और अपना टैलेंट दिखने मैं क्या शर्म गुड वेरी गुड डांस मैं इन का वीडियो तब से देख रही जब से इनका 17k follower था और अब इनकी मेहनत से मिलन हो गया मस्त,0.0046,0.9494,-0.9447
train-3976,train,0,1,0.01614479,fn,benign_looking_insult,0,"Dipawali par ek chhoti si appeal: kripya patake uchhadne kyun jaise ye tyohar hi patagon ka hai. Rehti bat parayavaran ki ek dipali ki raat barud ki makh se sare machchar aur kee kai kidoon ka safai ho jaata hai. Saal bhar AC mein baithkar ozone layer ki aisay taisay karne wale kripya dipawali par atishbaazi na karene ki salah na den… Jam ke patake chhudaiye, divali hai, baki ke 364 din hain parayavaran ke liye... *Sabhi jnan chand raychand. Khamosh rehne.* 😠😠😠 Bom patakhe ka anand lijiye... Isse dengue, chikungunya ke machchar marengay, ye swasthakar hai… Jise pradushan ki bohot chinta hai... Wo sabse pehle apni gadi beche aur cycle ka istemal kare! 😜😜😜✨💥✨💥 *Dipawali ki","दीपावली पर एक  छोटी सी अपील: कृपया पटाखे फोड़े क्यों की ये त्यौहार ही पटाखों का है  रही बात पर्यावरण की एक दीवाली की रात बारूद की महक से सारे मच्छरो और कई कीड़ों का सफाया हो जाता है   सालभर एयर कंडिशन्ड रूम में बैठकर ओजोन लेयर की ऐसी तैसी करने वाले कृपया दीपावली पर आतिशबाजी न करने की सलाह न दें....  जम के पटाखे छुड़ाइये, दिवाली है, बाकि के 364 दिन है पर्यावरण के लिए... . *सभी ज्ञानचंद रायचंद. खामोश रहे।🙄🙄🙄*  बम पटाखे का आनंद लीजिये। .....   इससे डेंगू चिकनगुनिया के मच्छर मरेंगे यह स्वास्थ्य वर्धक है …  जिसे प्रदुषण की बहुत चिंता है .....  वो सबसे पहले अपनी गाडी बेचे और साइकिल का इस्तेमाल करे ! 😜😜😜✨💥✨💥  *दिपावली की बधाई*",0.832,0.9592,-0.1273
train-4030,train,1,0,0.9829633,fp,source_label_wrong,0,"A jhoot hai Modi ke andhbhakto, aadmi Nepal se sharaab laakar Bharat me bechta tha",ऐ झूठ है मोदी के अंधभक्तो ऐ आदमी  नेपाल से शराब लाकर भारत में बेचता था,0.9954,0.9836,0.0118
train-4048,train,0,1,0.22021908,fn,benign_looking_insult,0,And Italy wala pappu Vilayat bhaga...,और इटली वाला पप्पू विलायत भागा...,0.0863,0.9687,-0.8824
train-4052,train,0,1,0.048240487,fn,source_label_wrong,0,"Suresh, Reena ke papa ka naam hai","सुरेश, रीना के पिता का नाम है",0.0097,0.0111,-0.0014
train-4054,train,1,0,0.9911362,fp,source_label_wrong,0,"Laj-sharm ko goli maar do, koi na bach kar jaye 🍌🍌🔥🔥🔥",लाज शर्म को गोली मारो कोई न बचकर जाने पाए 🍌🍌🔥🔥🔥,0.9928,0.9978,-0.005
train-4063,train,1,0,0.9885932,fp,source_label_wrong,0,Jo desh ke gaddar hai na desh ke hue aur na honge 😠,जो देश के गद्दार है ना देश के हुए और ना होगे 😠,0.9722,0.2183,0.7538
train-4064,train,1,0,0.83822703,fp,false_positive_other,0,"Jo tarah se Asaduddin Owaisi sahab ke car par attack hua hai, democracy me ye incident bohot shameful aur chinta janak hai. Aropiyon ko pakad kar kadr se kadr action kiya jana chahiye, Allah Pak Asad sahab ke har taraf se hifazat farmaye!",जिस तरह से Asaduddin Owaisi साहब की कार पर हमला हुआ है। लोकतंत्र में ये घटना बेहद शर्मनाक एवं चिंताजनक घटना है ।।  आरोपियों को पकड़ कर कड़ी से कड़ी कार्यवाही होनी चाहिए अल्लाह पाक असद साहब की हर तरह से हिफाज़त फरमाये!!,0.0144,0.1996,-0.1853
train-4079,train,0,1,0.010766711,fn,source_label_wrong,0,"Shere shere shere👍👍👍👍👍👍👍👍👍👍 asal wali kum, ji,👍👍👍🤲🤲🤲🤲🤲🤲💞💞💞💞💞💞💞💞💞🌹🌹🌹🌹🌹🌹🌹🌹 good morning, dost, 🙋‍♂🙋‍♂🙋‍♂🙋‍♂💥💥💥💥💥💥💥💥🌛","🍧🍧🍧🍧🍧👍👍👍👍👍👍👍👍👍👍👍असलावालीकुम,,,जी,,👍👍👍🤲🤲🤲🤲🤲🤲🤲💞💞💞💞💞💞💞💞💞💞🌹🌹🌹🌹🌹🌹🌹🌹गुडमोनींग,,दोस्त,,🙋‍♂🙋‍♂🙋‍♂🙋‍♂💥💥💥💥💥💥💥💥💥🌛",0.0044,0.0044,-0.0
train-4074,train,0,1,0.03063348,fn,source_label_wrong,0,"E sard sard raat main ko bebi chahiye, karna hai dil ki baat main ko bebi chahiye. Uljhi hui phirak raaton ki daramiya, tanha hai meri raat ko main ko bebi chahiye. Bachpan ki jid nahi, e jawani ki baat hai, e mere nasamajh bap main ko bebi chahiye. Chehre se beruki ka nakab utar do, ab maan jao meri baat main ko bebi chahiye. Dehi hai main ne dulhan main ko barat lekar jana hai, ab kardi hai main ne apne dil ki baat main ko bibi chahiye. Dekhi hai main ne dulhan main ko barat lekar jana hai, ab kardi hai main ne apne dil ki baat main ko bibi chahiye. Main tera takiya, tu meri rajai, I miss you meri hone wali lugai.",ए सर्द सर्द रात मुझे बीवी चाहिए  करनी है दिल की बात मुझे बीवी चाहिए   उलझि हुई फिराक रातों की दरमियां  तनहा है मेरी रात को मुझे बीवी चाहिए   बचपन की जिद नहीं ए जवानी की बात है  ए मेरे नासमझ बाप मुझे बीवी चाहिए   चेहरे से बेरुखी का नकाब उतार दो  अब मान जाओ मेरी बात मुझे बीवी चाहिए   देखी है मैंने दुल्हन मुझे बरात लेकर जाना है  अब कर दी है मैंने अपने दिल की बात मुझे बीबी चाहिए                     🤓🤓🤓🤓   मैं तेरा तकिया तू मेरी रजाई  I miss you मेरे होने वाली लुगाई        🤓🤓,0.0075,0.1422,-0.1347
train-4100,train,1,0,0.9938664,fp,obfuscation,0,Maine apni gand marke tel lekar bhange kiya hai,माझी आई पण अशीच तेल लावून भांग पाडायची,0.0054,0.3524,-0.3469
train-4104,train,1,0,0.9799145,fp,source_label_wrong,0,"Agar Hindustaan mein koi tiranga lekar ghoom raha hai to woh kisaan hi hai ya hamara jawan hai na. Tadapke bhi tiranga lekar ghoomte hai. BJP ke log to tiranga hi na lete hai, unke logo ke saath. Madhyapradesh mein 15 August ko tirange ke upar BJP ka jhanda chhod diya gaya tha.",अगर हिंदुस्तान में कोई तिरंगा लेकर घूम रहा है तो वह किसान ही है या हमारा जवान है ना तो अंध भक्त और ना ही बीजेपी के लोग तिरंगा लेकर घूमते हैं और आपने देखा होगा मध्यप्रदेश में 15 अगस्त को तिरंगे से ऊपर बीजेपी का झंडा फहराया गया था,0.9485,0.992,-0.0435
train-4125,train,0,1,0.08227804,fn,benign_looking_insult,0,"In na-mardo ko mar dena chahiye. Aisa saas se to sahi hai ki bahu saas-sasur ki seva nahi karta hai, aur log kahate hain ki woh galat hai.",इन ना मर्दो को मार देना चाहिए ऐसे ससुर से तो सही है कि बहू सास ससुर की सेवा नहीं करती है और लोग कहते हैं कि वह गलत है,0.983,0.9762,0.0068
train-4131,train,0,1,0.06914942,fn,benign_looking_insult,0,Size kya hai 36?,साइज क्या है 36,0.9975,0.9615,0.036
train-4120,train,0,1,0.17554787,fn,benign_looking_insult,0,"Ye unemployment bhi saali Modi ke aane ke baad bad gayi, pehle sabke paas job tha, main khud district ka collector tha 😄😄",यह बेरोजगारी भी साली मोदी के आने के बाद ही बडी  पहले सबके पास रोजगार था मैं खुद जिले का कलेक्टर था 😄😄,0.9974,0.9058,0.0916
train-4174,train,1,0,0.99024534,fp,source_label_wrong,0,Chusne se bhi,चूसने से भी,0.9982,0.0477,0.9505
train-4218,train,0,1,0.018944724,fn,source_label_wrong,0,Bhai log meri video ek bar jaroor dekho plz friends support me,भाई लोग मेरा भी वीडियो एक बार जरूर देखना प्लज़्ज़ फ्रेंड्स सपोर्ट मी,0.008,0.0077,0.0003
train-4225,train,0,1,0.04036313,fn,source_label_wrong,0,"Yahan 4 hazaar ka cheque to nahi mila, ghar mein pani ghus gaya tha aur crore denge 🤨",यहॉं 4 हज़ार का चेक तो मिला नहीं घर में पानी घुस गया था और करोड़ देंगे 🤨,0.0244,0.9842,-0.9598
train-4243,train,0,1,0.46503007,fn,benign_looking_insult,1,"Aap dono bahanon me se agar shadi nahi hoti itni to humko batao comment me, hum aapko paid ka ek number ka sab sala bata sakte hain",आप दोनों बहनों में से अगर शादी ना हो इतनी तो हमें बताओ कमेंट में हम आपको पेड़ का एक नंबर का सभी साला बता सकते हैं,0.9958,0.9976,-0.0018
train-4281,train,1,0,0.8027859,fp,false_positive_other,0,Ae bade! Tu bas Allah ka ban kar dekh. Wo har kisi ko tera naam banane wala hai toh pahle khud ko bata dena.,ऐ बंदे! तु बस अल्लाह का बन कर देख।  वो हर किसी को तेरा ना बना दे तो कहना।,0.0071,0.9714,-0.9643
train-4287,train,1,0,0.97870606,fp,false_positive_other,0,Is photo ko ulta kar ke dekho kutta,इस photo ko उल्टा कर के देख लो कुत्ता,0.1167,0.9276,-0.8109
train-4285,train,0,1,0.4988103,fn,obfuscation,1,Bharat ke naam par is desh ka naam Bharat hua... jab vo Bharat is desh ke Rashtrapita nahi kahlaye... to phir ye Gandhi kya hai? Jai Godse!,भरत के नाम पर इस देश का नाम भारत हुआ... जब वो भरत इस देश के राष्ट्रपिता नहीं कहलाये... तो फिर ये ग़ांधी कौन हैं...? जय_गोडसे,0.9575,0.8262,0.1313
train-4318,train,1,0,0.59197176,fp,false_positive_other,1,"Do chammach chini, do chammach kali mirch, do chammach ajwain. 2 ghante pani mein ache se ubhao. Uske baad teeno time subah, dopahar, sham ek ek glass ka sewan karein.",दो चम्मच चीनी दो चम्मच काली मिर्च दो चम्मच अजवाइन 2 घंटे पानी में अच्छी तरह से उबालने उसके बाद तीनों टाइम सुबह दोपहर शाम एक एक गिलास का सेवन करें,0.0089,0.0321,-0.0232
train-4336,train,1,0,0.9837278,fp,false_positive_other,0,"Arey pagal, bala to banale tu bahut hi sundar hai",अरे पागल बाल तो बना ले तु बहुत ही सुन्दर है,0.0314,0.9795,-0.9481
train-4348,train,1,0,0.99075353,fp,source_label_wrong,0,"Koi bhi kutta toh nahi sunega, mukh par Gandhi nahi banega. Koi bhi nahi sunega aaj ke Yug me fir bhi chahye jati dharma koi bhi reh.",कोई भी कुत्ता तो नहीं सुनेगा मुंह पर गांधी नहीं बनेगा कोई आज क युग में फिर चाहे जाति धर्म कोई भी रहे,0.9785,0.9863,-0.0078
train-4355,train,1,0,0.6538227,fp,false_positive_other,0,Pahchan aisi banao ki log dekhte hue apne aap ko tarashna shuru kardenge tumse,पहचान एैसी बनाओ की लोग👫👬👭 आपको देखकर खुद को तराशना शुरू कर दे,0.0088,0.9742,-0.9654
train-4363,train,0,1,0.18446343,fn,source_label_wrong,0,Ek line me teri tarif likhu kaunsa? Paani bhi jo tujhe dekhaye to pyasa ho jaye 😘😍💗👌👍,एक लाइन में क्या तेरी तारीफ लिखूं पानी भी जो तुझे देखे तो प्यासा हो जाए😘😍💗👌👍,0.0201,0.0798,-0.0598
train-4375,train,1,0,0.9912725,fp,source_label_wrong,0,Kya kar raha hai bhai kutta ke saath itna gandi baat kyun karta hai tum?,क्या कर रहे हो भाई कुत्ते के साथ इतना गंन्दी,0.9733,0.8421,0.1313
train-4397,train,0,1,0.058834147,fn,benign_looking_insult,0,"Bahut videos banati hai, lal mirch laga ke",बहुत वीडियो बनाती है लाल मिर्च,0.9852,0.9733,0.0119
train-4443,train,0,1,0.107050836,fn,obfuscation,0,Land hai Salman Khan,Land hai सलमान खान,0.998,0.992,0.006
train-4469,train,1,0,0.51117164,fp,false_positive_other,1,Sabas bro teri ma ki aakh,सबास ब्रो तेरी मा की अख़,0.0056,0.0059,-0.0003
train-4503,train,1,0,0.62915725,fp,false_positive_other,0,"Hanshi to aayi hai, par teri kahne par teri girlfriend thodi ho gayi",हाँ भाई हंसी तो आई पर तेरे कहने पर तेरी गलफ्रेंड थोड़ी हो गए,0.0079,0.0266,-0.0188
train-4507,train,1,0,0.9454484,fp,obfuscation,0,"Main apne ghar ke sanskaar ke gole hoon... warna main bhi logon ko unki aukat dikhaane ka hunar rakhta hoon. Main bhi nafrati hoon, main bhi chowkidar ke ghar ke chutiyon se gareebiyon me mar raha hoon. Main bhi unka mazaak nahi udaya toh kya hua? Main bhi unki aukat dikha sakta hoon. Main bhi nafrati hoon, main bhi chowkidar ke ghar ke chutiyon se gareebiyon me mar raha hoon. Main bhi unka mazaak nahi udaya toh kya hua? Main bhi unki aukat dikha sakta hoon.",🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀गूलाम हूं अपने घर के संस्कारों का .. वरना मै भी लोगों को उनकी औकात दिखाने का हूनर रखता हुं🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀,0.0097,0.9992,-0.9895
train-4496,train,1,0,0.98984456,fp,obfuscation,0,"Priyanka ji aap aur to garm mizaaj ki lekin aap bahut bhooli ho jo sahi nahi hai usko apne kyun accept kiya main realy very sorry maine aapko harmaar bar bar kiya ab main apni sab comments delete kar rahi hu again u see meri comments nahi hoga tu to chutiya hai maine to chakka mar diya par aapne toh usko sahi maan liya sorry sirf aapko hi khatam nahi ho raha hai aapke saath meri bhi harmaar hoti hai par ab bas khatam karna padega. Tu toh gand marne wala hai par aapke saath maine toh acha insaaf kiya hai par aap toh usko sahi maan liya aapko toh sab kuch chori chori karna padega. Main toh aapko bhi, usko bhi gale laar ke mar deta par aapne toh usko sahi maan liya. Aap toh garib ki bhi nahi maan r","Priyanka ji आप और तो गर्म मिजाज की लेकिन आप बहुत भोली हो जो सही नही h उसे अपने क्यों accept किया आई एम रियली वेरी सॉरी आई हर्ट यू more time now आई एम गोइंग टू डिलीट माय ऑल कमेंट्स  again u,ll see my comments",0.0049,0.9992,-0.9942
train-4560,train,0,1,0.1056813,fn,source_label_wrong,0,Oh me toh bahut peeti hai chai aur dard bhi hota hai 🙂,ओ मे तो बहुत पीती हु चाय ओर दर्द भी होता है 🙂,0.008,0.0072,0.0008
train-4625,train,1,0,0.92915756,fp,false_positive_other,0,Khatka maza puri me hai,खटेका मजा पानी  पुरी में है,0.0081,0.0216,-0.0135
train-4641,train,1,0,0.9392394,fp,false_positive_other,0,Kapda to Rajasthan wala choukalega hi,कपड़ा तो राजस्थानी ही चौकलागे,0.0334,0.0418,-0.0084
train-4676,train,1,0,0.87773883,fp,false_positive_other,0,Dosti mein dost ke saath kamina pana ek alag hi maza hai,दोस्ती में दोस्तो के साथ कमीने पन का एक अलग मजा है,0.0272,0.9561,-0.929
train-4690,train,1,0,0.6353504,fp,sarcasm,0,"Jali ko agar kahate hai, bujhi ko rakhab kahate hai. Jis rakhab se barud banay, usko Baba Yogi Nath kahate hai. PM banate hi Pakistan ka naam Bharat putra ho jayega 😂😂😂",जली को आग कहते हैं बुझी को राख कहते हैं जिस राख से बारुद बने उसे बाबा योगी नाथ कहते हैं प्रधानमंत्री बनते ही पाकिस्तान का नाम भारत पुत्र होगा 😂😂😂,0.0155,0.0275,-0.012
train-4714,train,0,1,0.15048803,fn,obfuscation,0,Yeh hamara land hai,हमारा लैंड है,0.6916,0.7116,-0.02
train-4732,train,1,0,0.7600693,fp,false_positive_other,0,Bheed ko niaaytrit karna ke liye trusty o ke saamne security guard rakha jaye. Yeh ek ghorr laaparvahai ka namoon hai. Aisi ghatna pehli baar toh nahi ho rahi hai. Phir bhi desh ke kai saare mandiro me andher hee chalta raha hai.,भीड को।नियंत्रित करने के  लिए  ट्रस्टी ओ को सुरक्षा गार्ड रखने चाहिए।  ए घोर  लापरवाही का नमूना है। ऐसी घटना पहली बार तो नहीं हो रही। फिर भी देश के कई सारे मंदिरो में अंधेर ही चलता रहता है।,0.0108,0.9672,-0.9564
train-4738,train,0,1,0.088252656,fn,source_label_wrong,0,Is suit mein toh tu galti se pyari lagi hai ladli,इस सूट में तो तू गनी प्यारी लाग है लाड़ली,0.0173,0.037,-0.0197
train-4748,train,1,0,0.61143136,fp,false_positive_other,0,"Aise police wale ko police se nikal dae chahiye, ise uniform ka jyada guman ho gaya hai",एसे पुलिस वालो को पुलिस से निकाल देना चाहिए इसे वर्दी का ज्यादा गुमान हो गया है,0.0211,0.9594,-0.9383
train-4829,train,1,0,0.97011256,fp,false_positive_other,0,Samay ke saath saath kide chote chote ched kar dete hain kitab mein so fatti kitab,समय के साथ-साथ कीड़े छोटे-छोटे छेद कर देते हैं किताब में सो फटी किताब,0.022,0.9988,-0.9767
train-4831,train,1,0,0.9952851,fp,source_label_wrong,0,Arey ye chaddi to baa dikh ke,अरे ये चड्डी तो बा ध के,0.9978,0.9979,-0.0
train-4827,train,0,1,0.2136352,fn,benign_looking_insult,0,"Bharwore logon ki comedy bana ke band karo, jute-jute se bahut marenge",BU र्जरों की कॉमेडी बनाए बंद करना जूते जूते बहुत मारेंगे,0.9883,0.9757,0.0126
train-4856,train,0,1,0.060794365,fn,benign_looking_insult,0,Aapka dil kamina hai kya..❤️❤️❤️❤️❤️❤️❤️,आपका दिल kamina  है क्या..❤️❤️❤️❤️❤️❤️❤️,0.9601,0.9707,-0.0106
train-4860,train,0,1,0.045619406,fn,benign_looking_insult,0,Aapki kamre ki lachak achhi hai,आपकी कमर की लचक अच्छी है,0.9836,0.9579,0.0257
train-4888,train,0,1,0.1999908,fn,benign_looking_insult,0,Aare sanskaar hi to ladki ka gharana hota hai... aise bhalo ke chale nahi karna chahiye... inko freedom diya to ye kiski company me bhaag jaye... aur ghar walo ki naak kattavaye...,अरे संस्कार ही तो लडकी का gehna होता हैं ... ऐसे फालतू के चाले नही करना चाहिए .. इनको freedom दिया तो ये किसके साथ में भी भाग जाती हैं... और घर वालोकी नाक कटवा देती हैं...,0.9783,0.8765,0.1018
train-4878,train,1,0,0.749175,fp,obfuscation,0,"Krishna se jitna kuch chutaa hai, uski maa chutti, pita chutte, Nanda-Yashoda bhi chutte, saathi chutte, Radha chutti, Gokul chutaa, Mathura chutti. Krishna ke life me har waqt kuch na kuch chut raha hai. Krishna tyag ke devta hai. Aaj ke zindagi me kuch chutne par log toot jaate hain, lekin Krishna se seekho to kuch chutne ke bhi khush rahne ka tarika seekh jaate hain. Kisi ko bhi Krishna se achha nahi paayega. Mahaguru mere Kanhayya... 🙏 Shri Krishna Janmashtami ki aagrim shubhkamnaye! 🙏","जितनी चीज़ें कृष्ण से छूटीं उतनी तो किसी से नहीं छूटीं। कृष्ण से उनकी माँ छूटी, पिता छूटे, फिर जो नंद-यशोदा मिले वे भी छूटे। संगी-साथी छूटे। राधा छूटीं। गोकुल छूटा, फिर मथुरा छूटी। कृष्ण से जीवन भर कुछ न कुछ छूटता ही रहा। कृष्ण जीवन भर त्याग करते रहे। हमारी आज की पीढ़ी जो कुछ भी छूटने पर टूटने लगती है, उसे कृष्ण को गुरु बना लेना चाहिए। जो कृष्ण को समझ लेगा वह कभी अवसाद में नहीं जाएगा। कृष्ण आनंद के देवता है। कुछ छूटने पर भी कैसे खुश रहा जा सकता है, यह कृष्ण से अच्छा कोई सिखा ही नहीं सकता।  महागुरु मेरा कन्हैया... 🙏 श्रीकृष्ण जन्माष्टमी की अग्रिम   शुभकामनाए! 🙏",0.0047,0.9993,-0.9946
train-4895,train,1,0,0.99347574,fp,obfuscation,0,Bade O ki matra de do Jiske liye tumne apni gand use ki hai 😈,झ को बडे ऊ की मात्रा ठ.. 🙂,0.0077,0.999,-0.9913
